행정기관코드,기준연월,시도명,시군구명,읍면동명,계,남자,여자,가임여성 수,유아인구,출산율,0대남자,10대남자,20대남자,30대남자,40대남자,50대남자,60대남자,70대남자,80대이상남자,0대여자,10대여자,20대여자,30대여자,40대여자,50대여자,60대여자,70대여자,80대이상여자
4113160000,45412,경기도,성남시 수정구,산성동,4673,2361,2312,920,23,0.25,105,204,308,297,359,417,375,200,96,95,179,271,229,313,416,403,258,148
4113161000,45412,경기도,성남시 수정구,양지동,9272,4602,4670,1911,41,0.214547357,172,382,647,527,677,900,737,383,177,174,382,606,449,644,854,785,496,280
4113162000,45412,경기도,성남시 수정구,복정동,10395,5854,4541,2670,100,0.374531835,226,283,1279,1234,1051,884,549,265,83,226,243,1003,787,717,636,538,267,124
4113162500,45412,경기도,성남시 수정구,위례동,45708,22194,23514,11408,649,0.568899018,2307,2265,2236,3448,4178,3295,2869,1215,381,2239,2395,2346,3837,4201,3517,3003,1251,725
4113163000,45412,경기도,성남시 수정구,신촌동,4585,2429,2156,1061,87,0.81998115,220,225,474,453,363,303,231,113,47,235,207,264,401,307,283,268,116,75
4113164000,45412,경기도,성남시 수정구,고등동,11820,5794,6026,3141,252,0.802292264,686,363,633,1311,956,777,641,348,79,637,386,701,1355,891,804,678,363,211
4113165000,45412,경기도,성남시 수정구,시흥동,3390,1789,1601,843,31,0.367734282,62,67,352,427,229,215,250,137,50,70,54,299,319,197,195,244,149,74
4113351000,45412,경기도,성남시 중원구,성남동,32434,17002,15432,7228,238,0.329275042,519,898,2694,3320,2402,2765,2608,1239,557,541,850,2498,2291,1958,2433,2519,1458,884
4113352500,45412,경기도,성남시 중원구,중앙동,16889,8625,8264,3669,297,0.809484873,743,563,853,1453,1517,1433,1237,592,234,715,548,787,1326,1291,1296,1247,694,360
4113353000,45412,경기도,성남시 중원구,금광1동,19652,9687,9965,5028,461,0.916865553,1101,560,917,2251,1789,1226,1193,496,154,1141,548,1030,2221,1505,1399,1303,534,284
4113354000,45412,경기도,성남시 중원구,금광2동,24465,12084,12381,5511,188,0.34113591,534,799,1645,1869,1801,2117,2000,952,367,552,820,1675,1654,1719,2114,2133,1109,605
4113355000,45412,경기도,성남시 중원구,은행1동,9551,4707,4844,2269,77,0.339356545,229,408,750,746,587,846,675,335,131,183,403,789,614,625,850,726,418,236
4113356000,45412,경기도,성남시 중원구,은행2동,21866,10777,11089,4462,120,0.268937696,403,753,1512,1535,1468,2034,1813,865,394,360,728,1451,1259,1343,2079,1989,1151,729
4113357000,45412,경기도,성남시 중원구,상대원1동,24141,12602,11539,4724,216,0.457239627,534,835,1637,2050,1854,2282,2153,913,344,549,735,1264,1548,1517,2097,2164,1066,599
4113358000,45412,경기도,성남시 중원구,상대원2동,3118,1645,1473,574,13,0.226480836,63,87,197,185,218,369,343,131,52,48,104,173,159,181,281,304,139,84
4113359000,45412,경기도,성남시 중원구,상대원3동,11616,6074,5542,2074,54,0.260366442,165,358,751,817,853,1176,1191,575,188,182,351,609,597,683,1030,1128,607,355
4113366000,45412,경기도,성남시 중원구,하대원동,19518,9849,9669,3968,179,0.451108871,510,828,1304,1391,1374,1689,1800,712,241,527,683,1150,1230,1246,1797,1807,773,456
4113367000,45412,경기도,성남시 중원구,도촌동,26324,12770,13554,6252,280,0.447856686,1094,1426,1515,1698,2243,2032,1672,779,311,995,1317,1407,1772,2419,2220,1943,930,551
4113551000,45412,경기도,성남시 분당구,분당동,24745,12164,12581,5882,191,0.324719483,773,1430,1674,1697,1842,2085,1538,732,393,772,1281,1523,1588,2107,2222,1667,839,582
4113552000,45412,경기도,성남시 분당구,수내1동,17833,8480,9353,4783,94,0.196529375,576,1125,1055,1115,1568,1544,801,379,317,537,1081,1154,1200,1921,1534,813,545,568
4113553000,45412,경기도,성남시 분당구,수내2동,10389,5046,5343,2571,39,0.151691949,480,987,481,285,1133,914,407,219,140,498,1026,409,417,1318,790,405,269,211
4113554000,45412,경기도,성남시 분당구,수내3동,13380,6649,6731,3494,52,0.14882656,406,1172,899,699,1258,1214,634,250,117,387,1106,797,649,1533,1098,650,313,198
4113554500,45412,경기도,성남시 분당구,정자동,14115,7169,6946,3455,90,0.260492041,385,701,1192,1199,1104,1093,818,451,226,388,654,1024,973,1117,1151,835,508,296
4113555000,45412,경기도,성남시 분당구,정자1동,30112,14246,15866,8615,169,0.196169472,812,1665,1939,2163,2473,2470,1390,762,572,867,1644,2345,2427,3015,2565,1445,919,639
4113556000,45412,경기도,성남시 분당구,정자2동,14578,6928,7650,3616,147,0.406526549,361,641,881,1344,1042,1129,872,418,240,331,544,862,1257,1205,1200,1030,621,600
4113557000,45412,경기도,성남시 분당구,정자3동,16833,8076,8757,4274,179,0.418811418,645,990,1017,1117,1398,1394,871,349,295,643,955,1024,1179,1570,1500,945,493,448
4113558000,45412,경기도,성남시 분당구,서현1동,30905,14992,15913,8043,203,0.252393386,1030,2019,1966,2040,2540,2616,1579,732,470,906,2016,2021,2055,2974,2718,1631,877,715
4113559000,45412,경기도,성남시 분당구,서현2동,17622,8679,8943,4221,135,0.319829424,546,1118,1238,1125,1292,1529,1161,449,221,539,997,1103,1071,1514,1690,1171,489,369
4113560000,45412,경기도,성남시 분당구,이매1동,24817,12141,12676,6079,244,0.401381806,958,1518,1512,1656,1940,2090,1431,689,347,867,1429,1458,1647,2224,2231,1497,779,544
4113561000,45412,경기도,성남시 분당구,이매2동,13094,6387,6707,3001,78,0.259913362,443,863,797,608,905,1182,923,433,233,414,797,769,681,1143,1218,918,462,305
4113562000,45412,경기도,성남시 분당구,야탑1동,16789,8292,8497,3949,156,0.395036718,534,633,1205,1390,1207,1246,1188,613,276,534,564,1138,1289,1233,1383,1238,715,403
4113563000,45412,경기도,성남시 분당구,야탑2동,15785,7451,8334,3669,111,0.302534751,511,796,858,932,1108,1164,1117,622,343,507,836,873,999,1382,1315,1252,691,479
4113564000,45412,경기도,성남시 분당구,야탑3동,26673,13128,13545,6136,380,0.619295958,843,895,1735,2530,1988,1952,1948,882,355,806,879,1581,2223,1859,2177,2233,1056,731
4113565000,45412,경기도,성남시 분당구,판교동,26546,13042,13504,6772,365,0.538984052,1444,1932,1294,1477,2519,2249,1387,533,207,1314,1836,1250,1828,2871,2182,1346,567,310
4113565500,45412,경기도,성남시 분당구,삼평동,23925,11595,12330,6097,291,0.47728391,1098,1438,1395,1546,2109,1928,1324,553,204,1073,1392,1375,1774,2266,2056,1418,604,372
4113565700,45412,경기도,성남시 분당구,백현동,26697,12815,13882,6557,244,0.372121397,961,1553,1703,1629,2068,2265,1719,661,256,884,1446,1738,1847,2289,2596,1876,782,424
4113566200,45412,경기도,성남시 분당구,금곡동,27054,12798,14256,6519,275,0.421843841,851,1083,1568,2084,1899,2056,1766,946,545,758,1060,1714,2181,2063,2363,2001,1191,925
4113566500,45412,경기도,성남시 분당구,구미1동,16350,7913,8437,4094,188,0.459208598,525,676,1133,1319,1185,1314,1038,441,282,481,727,1094,1346,1280,1489,1080,550,390
4113567000,45412,경기도,성남시 분당구,구미동,28555,13567,14988,6596,258,0.391146149,798,1200,1717,2070,1964,2235,1986,963,634,831,1137,1805,2086,2154,2558,2122,1256,1039
4113568000,45412,경기도,성남시 분당구,운중동,34799,17016,17783,8895,527,0.592467678,1899,1975,1746,2305,3232,2839,2002,770,248,1753,1904,1695,2846,3460,2919,2025,751,430
