행정기관코드,기준연월,시도명,시군구명,읍면동명,계,남자,여자,가임여성 수,유아인구,출산율,0대남자,10대남자,20대남자,30대남자,40대남자,50대남자,60대남자,70대남자,80대이상남자,0대여자,10대여자,20대여자,30대여자,40대여자,50대여자,60대여자,70대여자,80대이상여자
2653061000,45412,부산광역시,사상구,덕포제2동,12035,6092,5943,2063,56,0.271449346,241,451,680,706,801,1070,1330,652,161,258,374,616,584,679,1138,1359,631,304
2653062000,45412,부산광역시,사상구,괘법동,24386,12527,11859,5826,163,0.279780295,470,511,2192,2281,1526,2050,2287,960,250,434,466,2513,1816,1249,1845,2135,971,430
2653064500,45412,부산광역시,사상구,감전동,12010,6357,5653,1780,41,0.230337079,173,265,651,769,828,1261,1502,679,229,143,257,532,551,558,1041,1369,795,407
2653065000,45412,부산광역시,사상구,주례제1동,16435,8324,8111,3169,190,0.59955822,560,590,917,1214,1109,1386,1604,720,224,495,555,848,1032,1014,1589,1550,692,336
2653066000,45412,부산광역시,사상구,주례제2동,21640,10807,10833,4925,136,0.276142132,459,870,1938,1482,1490,1674,1779,823,292,428,906,1874,1158,1387,1738,1869,976,497
2653066100,45412,부산광역시,사상구,주례제3동,12125,5892,6233,2268,54,0.238095238,272,459,730,685,785,1024,1139,580,218,227,454,707,571,748,1138,1319,692,377
2653067000,45412,부산광역시,사상구,학장동,26393,13034,13359,4725,151,0.31957672,625,1073,1422,1361,2002,2388,2575,1242,346,577,959,1182,1203,1862,2481,2916,1459,720
2653068000,45412,부산광역시,사상구,엄궁동,24271,12061,12210,4906,172,0.350591113,741,1176,1454,1409,1774,2283,2168,836,220,698,1220,1134,1266,1902,2490,2149,919,432
2671025000,45412,부산광역시,기장군,기장읍,51720,25294,26426,9701,395,0.407174518,1349,2035,2877,3110,3678,4639,4180,2369,1057,1266,1833,2548,2599,3578,4714,4732,3103,2053
2671025300,45412,부산광역시,기장군,장안읍,8759,4741,4018,1217,72,0.591618735,192,213,538,586,627,909,929,530,217,175,189,334,394,394,649,893,530,460
2671025600,45412,부산광역시,기장군,정관읍,79494,39357,40137,19778,826,0.417635757,4338,6121,3368,4532,9234,5692,3231,2104,737,4101,5771,3142,4846,9361,5023,4029,2621,1243
2671025900,45412,부산광역시,기장군,일광읍,29811,14702,15109,6827,510,0.747033836,1694,1252,1467,2329,2700,2046,1979,913,322,1637,1224,1327,2518,2527,2171,2045,1026,634
2671033000,45412,부산광역시,기장군,철마면,7557,3803,3754,899,22,0.244716352,127,198,312,311,447,654,886,624,244,123,228,197,240,360,610,943,639,414
