행정기관코드,기준연월,시도명,시군구명,읍면동명,계,남자,여자,가임여성 수,유아인구,출산율,0대남자,10대남자,20대남자,30대남자,40대남자,50대남자,60대남자,70대남자,80대이상남자,0대여자,10대여자,20대여자,30대여자,40대여자,50대여자,60대여자,70대여자,80대이상여자
1159055000,45412,서울특별시,동작구,상도제3동,23902,11332,12570,6091,53,0.087013627,402,732,1841,2007,1582,1796,1576,929,467,420,657,2228,1891,1596,1965,1900,1195,718
1159056000,45412,서울특별시,동작구,상도제4동,28059,13587,14472,6798,111,0.163283319,623,911,1992,2452,2027,2095,1952,1030,505,556,831,2201,2253,1924,2298,2184,1428,797
1159060500,45412,서울특별시,동작구,흑석동,30210,14648,15562,7171,170,0.23706596,1122,1196,2251,1967,2356,2386,1872,971,527,1134,1102,2218,2088,2324,2585,2011,1245,855
1159062000,45412,서울특별시,동작구,사당제1동,22516,10841,11675,6616,78,0.11789601,298,441,2287,2510,1477,1314,1328,834,352,286,365,2785,2278,1346,1487,1643,1059,426
1159063000,45412,서울특별시,동작구,사당제2동,28120,13468,14652,6530,156,0.238897397,837,981,1670,2155,2039,2172,1860,1157,597,816,771,1764,2257,2102,2334,2261,1556,791
1159064000,45412,서울특별시,동작구,사당제3동,23638,11411,12227,5562,103,0.185185185,853,821,1374,1716,1800,1711,1625,1053,458,839,751,1552,1907,1748,1806,1853,1222,549
1159065000,45412,서울특별시,동작구,사당제4동,13762,6585,7177,3516,50,0.142207053,279,356,1049,1223,966,971,924,547,270,251,318,1270,1137,913,1015,1138,753,382
1159065100,45412,서울특별시,동작구,사당제5동,14121,6749,7372,3615,89,0.246196404,423,456,891,1270,1087,1050,869,472,231,419,412,1065,1277,1057,1115,1027,660,340
1159066000,45412,서울특별시,동작구,대방동,35677,16801,18876,9714,99,0.101914762,823,1708,2705,2475,2616,2883,1971,1071,549,764,1856,3351,2507,2903,2879,2248,1488,880
1159067000,45412,서울특별시,동작구,신대방제1동,23259,11157,12102,5771,104,0.180211402,644,1048,1569,1570,1689,1918,1525,795,399,602,1137,1733,1585,1837,1949,1696,993,570
1159068000,45412,서울특별시,동작구,신대방제2동,22026,10549,11477,6050,127,0.209917355,723,872,1682,1866,1609,1565,1177,675,380,659,874,1993,1905,1715,1629,1315,881,506
1162052500,45412,서울특별시,관악구,보라매동,23643,11660,11983,5897,73,0.123791759,452,656,2092,2300,1587,1638,1552,942,441,430,619,2273,1824,1464,1668,1843,1178,684
1162054500,45412,서울특별시,관악구,청림동,14637,7049,7588,3351,98,0.292450015,496,559,810,1187,1148,1120,900,542,287,503,507,812,1155,1121,1184,1117,694,495
1162056500,45412,서울특별시,관악구,성현동,28089,13521,14568,6295,107,0.169976172,775,1298,1804,1711,2158,2393,1762,1100,520,741,1250,1740,1701,2205,2423,2212,1467,829
1162057500,45412,서울특별시,관악구,행운동,28921,14002,14919,9049,81,0.089512653,425,615,3336,3263,1763,1722,1533,932,413,420,628,4218,2814,1645,1700,1684,1234,576
1162058500,45412,서울특별시,관악구,낙성대동,17438,8751,8687,5924,53,0.089466577,252,410,2746,2181,988,893,668,410,203,243,420,3053,1772,841,799,707,527,325
1162059500,45412,서울특별시,관악구,청룡동,35950,17319,18631,12263,85,0.069314197,515,724,5179,3975,1925,1975,1579,997,450,476,810,6424,3519,1828,1926,1772,1249,627
1162060500,45412,서울특별시,관악구,은천동,32318,15813,16505,8059,122,0.151383546,829,1242,2412,2659,2335,2422,2032,1289,593,707,1220,2673,2404,2324,2375,2377,1586,839
1162061500,45412,서울특별시,관악구,중앙동,15260,7326,7934,5037,24,0.047647409,177,258,1912,1721,888,837,763,500,270,143,284,2570,1533,755,832,848,623,346
1162062500,45412,서울특별시,관악구,인헌동,25322,12272,13050,7325,55,0.075085324,414,665,2693,2581,1628,1653,1396,825,417,380,613,3070,2405,1488,1830,1585,1103,576
1162063000,45412,서울특별시,관악구,남현동,17739,8574,9165,5006,63,0.125848981,357,348,1748,1977,1087,1107,1011,633,306,338,355,2043,1710,1042,1281,1266,768,362
1162064500,45412,서울특별시,관악구,서원동,23084,12126,10958,6578,44,0.066889632,237,398,3293,3140,1511,1315,1168,720,344,228,367,3184,2052,1129,1356,1355,832,455
1162065500,45412,서울특별시,관악구,신원동,17557,9021,8536,4504,34,0.075488455,185,333,2090,2099,1084,1236,1007,653,334,181,347,2020,1341,944,1104,1217,866,516
1162066500,45412,서울특별시,관악구,서림동,23391,13008,10383,5726,53,0.092560251,290,474,3142,3042,1889,1651,1399,762,359,277,479,2431,1763,1244,1348,1422,911,508
1162068500,45412,서울특별시,관악구,신사동,22290,11149,11141,6452,30,0.04649721,274,479,2771,2383,1332,1489,1310,721,390,232,433,3178,1841,1165,1492,1382,935,483
1162069500,45412,서울특별시,관악구,신림동,22974,12264,10710,8323,18,0.021626817,129,200,4229,3807,1477,1068,745,397,212,114,240,4632,2505,1005,735,719,513,247
1162071500,45412,서울특별시,관악구,난향동,14678,7157,7521,3146,43,0.1366815,392,696,812,765,1213,1414,1012,610,243,416,658,774,788,1254,1323,1172,751,385
1162072500,45412,서울특별시,관악구,조원동,19655,9815,9840,5831,83,0.142342651,342,392,1895,2418,1294,1296,1200,678,300,324,414,2432,2082,1093,1153,1226,719,397
1162073500,45412,서울특별시,관악구,대학동,24513,15022,9491,5530,60,0.108499096,296,499,3900,3489,2277,2173,1391,670,327,235,455,2631,1561,1082,1165,1181,741,440
1162074500,45412,서울특별시,관악구,삼성동,19804,9838,9966,3360,46,0.136904762,327,589,1063,1226,1302,1838,1875,1098,520,269,512,1017,945,1108,1791,2118,1373,833
1162076500,45412,서울특별시,관악구,미성동,29303,14371,14932,6538,69,0.105536861,625,1005,2116,2193,2033,2311,2251,1297,540,615,986,2181,1904,1949,2460,2555,1550,732
1162077500,45412,서울특별시,관악구,난곡동,25156,12575,12581,5178,54,0.10428737,398,817,1713,1886,1794,2179,2080,1180,528,419,750,1722,1547,1504,2200,2216,1464,759
1165051000,45412,서울특별시,서초구,서초1동,20219,9733,10486,5455,78,0.142988084,595,958,1291,1565,1605,1568,1177,679,295,505,880,1377,1750,1891,1646,1264,801,372
1165052000,45412,서울특별시,서초구,서초2동,24693,11644,13049,7493,134,0.178833578,1007,1175,1395,2200,2137,1649,1082,675,324,975,1108,1936,2632,2421,1612,1227,794,344
1165053000,45412,서울특별시,서초구,서초3동,31984,15160,16824,9066,122,0.134568718,728,1511,2313,2449,2180,2554,1806,1101,518,735,1182,2931,2863,2594,2654,1952,1244,669
1165053100,45412,서울특별시,서초구,서초4동,30245,14759,15486,7460,96,0.128686327,1258,2113,1701,1348,2686,2687,1500,978,488,1153,1954,1727,1744,3078,2609,1628,1071,522
1165054000,45412,서울특별시,서초구,잠원동,26781,12901,13880,6907,103,0.149124077,913,1734,1605,1513,2231,2452,1458,691,304,849,1608,1642,1809,2634,2453,1569,849,467
1165055000,45412,서울특별시,서초구,반포본동,223,100,123,57,1,0.175438596,7,9,13,7,17,24,11,11,1,9,16,15,9,26,22,11,10,5
1165056000,45412,서울특별시,서초구,반포1동,33867,16528,17339,9272,114,0.12295082,1431,2079,1855,2366,3457,2606,1482,887,365,1435,2016,2095,2608,3682,2230,1697,1060,516
1165057000,45412,서울특별시,서초구,반포2동,24226,11478,12748,6168,114,0.184824903,1185,1883,1075,952,2117,2121,1125,671,349,1116,1951,1223,1347,2666,1906,1240,928,371
1165058000,45412,서울특별시,서초구,반포3동,23843,11307,12536,6073,113,0.186069488,949,1649,1287,1151,1919,2213,1136,686,317,866,1639,1327,1421,2460,2165,1321,848,489
1165058100,45412,서울특별시,서초구,반포4동,18559,8672,9887,4739,81,0.170922135,746,1057,992,1022,1452,1474,1023,649,257,672,1022,1093,1300,1803,1633,1235,764,365
1165059000,45412,서울특별시,서초구,방배본동,20148,9293,10855,5262,34,0.064614215,594,1205,1088,986,1581,1722,1139,638,340,574,1440,1333,1213,1986,1781,1257,777,494
1165060000,45412,서울특별시,서초구,방배1동,16425,7651,8774,4371,69,0.157858614,449,662,1049,1202,1202,1156,953,644,334,430,621,1109,1452,1466,1344,1154,822,376
1165061000,45412,서울특별시,서초구,방배2동,17993,8373,9620,4464,68,0.152329749,466,745,1114,1235,1260,1307,1177,741,328,444,764,1157,1449,1441,1534,1494,903,434
1165062000,45412,서울특별시,서초구,방배3동,15773,7500,8273,3710,66,0.177897574,534,798,870,862,1143,1243,1081,682,287,535,813,905,1010,1364,1362,1215,725,344
1165062100,45412,서울특별시,서초구,방배4동,22726,10293,12433,6286,68,0.108176901,609,1151,1231,1405,1748,1787,1222,716,424,624,1459,1571,1719,2253,1975,1382,924,526
1165065100,45412,서울특별시,서초구,양재1동,41623,19731,21892,9939,201,0.202233625,1300,2205,2257,2885,3277,3063,2633,1509,602,1308,2116,2342,3069,3575,3352,3297,1937,896
1165065200,45412,서울특별시,서초구,양재2동,21226,10604,10622,5563,80,0.143807298,521,728,1600,2162,1705,1657,1332,642,257,431,692,1571,1947,1654,1731,1445,811,340
1165066000,45412,서울특별시,서초구,내곡동,17042,8239,8803,3769,93,0.246749801,714,812,803,1068,1428,1184,1158,754,318,645,767,807,1215,1462,1271,1396,814,426
1168051000,45412,서울특별시,강남구,신사동,15416,7199,8217,3889,62,0.159424016,433,746,867,933,1088,1267,841,628,396,399,739,1016,1096,1378,1326,986,804,473
1168052100,45412,서울특별시,강남구,논현1동,20933,9913,11020,6868,52,0.075713454,254,400,1697,2588,1703,1365,1002,600,304,267,414,2138,2573,1919,1398,1166,756,389
1168053100,45412,서울특별시,강남구,논현2동,20336,9417,10919,6170,81,0.131280389,429,601,1364,1848,1723,1461,1005,670,316,400,587,1771,2233,1860,1600,1203,849,416
1168054500,45412,서울특별시,강남구,압구정동,25555,11840,13715,6036,121,0.200463883,863,1292,1296,1217,1900,2065,1445,1118,644,920,1368,1441,1564,2328,2205,1723,1397,769
1168056500,45412,서울특별시,강남구,청담동,24558,11437,13121,6734,95,0.141075141,901,1157,1423,1565,1979,1871,1379,793,369,718,1062,1671,2094,2417,2147,1604,940,468
1168058000,45412,서울특별시,강남구,삼성1동,12012,5903,6109,2827,61,0.215776441,322,621,828,828,853,968,778,484,221,308,486,703,865,1004,1042,888,544,269
1168059000,45412,서울특별시,강남구,삼성2동,30415,14588,15827,8705,121,0.139000574,999,1924,1787,2102,2714,2553,1258,819,432,913,1576,2004,2548,3358,2458,1364,1110,496
1168060000,45412,서울특별시,강남구,대치1동,23755,11907,11848,6015,29,0.048212801,810,2984,1131,553,2283,2220,1031,642,253,745,2330,1054,777,3073,1845,1093,671,260
1168061000,45412,서울특별시,강남구,대치2동,38104,19374,18730,9095,87,0.095656954,1204,4091,2039,1559,3193,3412,2135,1311,430,1059,2632,1769,1781,4196,3180,2295,1379,439
1168063000,45412,서울특별시,강남구,대치4동,18398,8798,9600,5608,38,0.067760342,279,1177,1449,1499,1402,1643,710,413,226,273,940,1465,1606,1944,1699,871,551,251
1168064000,45412,서울특별시,강남구,역삼1동,34161,16733,17428,11900,127,0.106722689,410,626,2844,4855,3108,2286,1471,756,377,399,633,3786,4772,2992,1977,1535,908,426
1168065000,45412,서울특별시,강남구,역삼2동,36272,16894,19378,11076,110,0.099313832,1006,2667,1879,2037,3643,3243,1242,787,390,1101,3096,2524,2459,4602,2720,1335,1099,442
1168065500,45412,서울특별시,강남구,도곡1동,20538,9733,10805,5325,67,0.125821596,700,1087,1174,1296,1689,1642,1191,693,261,701,1289,1275,1509,1953,1653,1366,722,337
1168065600,45412,서울특별시,강남구,도곡2동,32298,14997,17301,8299,84,0.101217014,1193,2101,1520,1306,2659,2745,1732,1186,555,1212,2559,1898,1707,3410,2751,1902,1278,584
1168066000,45412,서울특별시,강남구,개포1동,24108,11653,12455,5795,134,0.231233822,1165,1477,1129,1235,2130,1860,1532,861,264,1083,1547,1151,1549,2435,1854,1635,894,307
1168067000,45412,서울특별시,강남구,개포2동,41776,20236,21540,10981,323,0.294144431,1918,2590,2245,2852,3483,3328,2221,1259,340,1721,2547,2332,3332,4075,3369,2473,1269,422
1168067500,45412,서울특별시,강남구,개포3동,16750,8104,8646,3782,82,0.216816499,542,1069,832,1156,1371,1174,1018,724,218,452,558,754,1224,1537,1252,1390,1026,453
1168069000,45412,서울특별시,강남구,개포4동,23071,11098,11973,5796,130,0.224292616,792,992,1435,1741,1775,1869,1479,746,269,729,1091,1436,1827,1953,2037,1686,841,373
1168070000,45412,서울특별시,강남구,세곡동,45255,21170,24085,12002,251,0.209131811,1739,2533,2298,3295,3787,3066,2427,1423,602,1701,2547,2939,3810,4119,3221,3004,1613,1131
1168072000,45412,서울특별시,강남구,일원본동,22676,11170,11506,5370,92,0.17132216,955,1925,1124,1179,1942,1734,1356,735,220,770,1336,1077,1367,2324,1853,1659,741,379
1168073000,45412,서울특별시,강남구,일원1동,14369,6950,7419,3162,57,0.180265655,283,514,922,1098,1022,1014,1138,714,245,271,412,980,1026,938,1085,1361,865,481
1168075000,45412,서울특별시,강남구,수서동,13895,6233,7662,2427,77,0.317264112,253,240,551,927,787,818,1373,940,344,261,248,548,933,788,980,1799,1411,694
1171051000,45412,서울특별시,송파구,풍납1동,11700,5747,5953,2331,50,0.214500215,285,381,654,840,795,969,1040,559,224,235,304,610,771,768,1007,1259,648,351
1171052000,45412,서울특별시,송파구,풍납2동,23452,11094,12358,6097,107,0.175496146,771,928,1386,1757,1788,1721,1551,880,312,739,910,1838,1936,1869,1852,1768,956,490
1171053100,45412,서울특별시,송파구,거여1동,11919,5935,5984,2548,44,0.172684458,257,407,757,883,813,1076,982,538,222,212,408,782,794,752,1077,1020,616,323
1171053200,45412,서울특별시,송파구,거여2동,23489,11454,12035,5108,152,0.297572435,892,906,1248,1705,1810,1939,1682,932,340,841,830,1180,1735,1769,2075,1936,1085,584
1171054000,45412,서울특별시,송파구,마천1동,17839,9115,8724,3245,40,0.123266564,330,698,996,1101,1207,1767,1713,919,384,303,621,953,897,1076,1567,1660,1007,640
1171055000,45412,서울특별시,송파구,마천2동,17358,8845,8513,3055,44,0.144026187,279,519,1100,1123,1185,1642,1778,859,360,267,512,866,881,1024,1599,1767,1009,588
1171056100,45412,서울특별시,송파구,방이1동,15141,7259,7882,3752,49,0.130597015,436,723,1013,1074,1091,1198,983,542,199,448,736,1004,1094,1281,1344,1163,527,285
1171056200,45412,서울특별시,송파구,방이2동,26373,12023,14350,8894,87,0.097818754,482,592,2005,3034,1823,1548,1432,797,310,401,498,3161,3593,1837,1824,1739,884,413
1171056600,45412,서울특별시,송파구,오륜동,17664,8653,9011,3955,39,0.098609355,597,1337,994,706,1326,1435,1241,794,223,497,1165,844,896,1675,1512,1421,713,288
1171057000,45412,서울특별시,송파구,오금동,37861,18303,19558,8409,149,0.177191105,1151,1593,2395,2560,2610,3041,2941,1509,503,1105,1385,2262,2612,2782,3598,3331,1558,925
1171058000,45412,서울특별시,송파구,송파1동,23351,10791,12560,7123,104,0.146005896,461,539,1708,2664,1558,1416,1378,746,321,455,607,2272,2777,1738,1771,1634,906,400
1171059000,45412,서울특별시,송파구,송파2동,18705,9010,9695,4604,70,0.152041703,640,853,1129,1314,1449,1389,1304,720,212,586,881,1239,1438,1502,1543,1503,682,321
1171060000,45412,서울특별시,송파구,석촌동,30701,14527,16174,9035,105,0.116214721,590,784,2178,3302,2296,2078,1911,985,403,585,756,2804,3512,2312,2279,2211,1190,525
1171061000,45412,서울특별시,송파구,삼전동,28980,13507,15473,8752,104,0.118829982,541,896,2063,3030,2215,1971,1613,878,300,511,821,2619,3321,2405,2184,2058,1032,522
1171062000,45412,서울특별시,송파구,가락본동,25076,12378,12698,6087,133,0.218498439,668,803,1716,2256,1784,1999,1963,851,338,659,781,1730,2178,1748,2196,2048,896,462
1171063100,45412,서울특별시,송파구,가락1동,27356,13235,14121,6958,206,0.296062087,1573,1378,1208,2090,2481,1674,1684,932,215,1421,1364,1248,2546,2553,1915,1914,881,279
1171063200,45412,서울특별시,송파구,가락2동,31090,15109,15981,7700,108,0.14025974,1037,1630,1953,2257,2421,2457,2033,977,344,956,1518,2009,2366,2591,2635,2382,985,539
1171064100,45412,서울특별시,송파구,문정1동,19864,9750,10114,4935,85,0.172239108,545,692,1486,1768,1357,1447,1486,742,227,494,675,1574,1679,1344,1641,1660,705,342
1171064200,45412,서울특별시,송파구,문정2동,28782,13212,15570,9570,119,0.124346917,697,712,1782,3330,2141,1671,1485,969,425,686,762,2790,4020,2374,1790,1695,948,505
1171064600,45412,서울특별시,송파구,장지동,28324,13645,14679,6650,167,0.25112782,965,1193,1771,2175,2146,2144,1946,971,334,964,1134,1662,2216,2155,2474,2316,1140,618
1171064700,45412,서울특별시,송파구,위례동,44922,21869,23053,11927,298,0.249853274,3231,3168,2103,3015,4574,3023,1816,719,220,3027,3073,2141,3683,4768,2997,2048,865,451
1171065000,45412,서울특별시,송파구,잠실본동,27787,13218,14569,8482,74,0.087243575,503,725,2172,3135,2029,1911,1620,827,296,422,744,2801,3186,2096,2040,1901,949,430
1171067000,45412,서울특별시,송파구,잠실2동,34857,16673,18184,9394,115,0.122418565,1744,2893,1526,1316,3669,2995,1365,851,314,1565,2875,1798,1927,4335,2665,1572,1010,437
1171068000,45412,서울특별시,송파구,잠실3동,33852,15977,17875,8077,131,0.162188932,1263,2011,1692,1500,2752,2707,2097,1478,477,1271,2045,1785,2025,3272,2803,2542,1554,578
1171069000,45412,서울특별시,송파구,잠실4동,21131,10186,10945,5143,94,0.182772701,1143,1416,907,1021,2045,1564,1178,680,232,1057,1256,934,1383,2320,1603,1329,736,327
1171071000,45412,서울특별시,송파구,잠실6동,16454,7778,8676,3868,72,0.186142709,611,880,815,895,1283,1193,1173,647,281,613,837,908,1067,1511,1354,1335,689,362
1171072000,45412,서울특별시,송파구,잠실7동,9419,4376,5043,2083,46,0.220835334,282,368,535,416,561,746,699,507,262,255,535,551,524,697,876,765,537,303
1174051500,45412,서울특별시,강동구,강일동,34567,16556,18011,7908,192,0.242792109,1630,1932,1796,2041,2783,2469,2212,1236,457,1522,1795,1702,2355,2933,2653,2858,1403,790
1174052500,45412,서울특별시,강동구,상일제1동,39176,19248,19928,9518,217,0.227989073,2238,2495,1684,2318,3965,2721,2364,1162,301,2161,2386,1663,2748,4062,2747,2669,1077,415
1174052600,45412,서울특별시,강동구,상일제2동,13379,6253,7126,3429,66,0.192475941,636,854,737,877,989,965,629,382,184,636,803,942,984,1115,1025,791,535,295
1174053000,45412,서울특별시,강동구,명일제1동,25104,12251,12853,5812,157,0.270130764,1002,1258,1375,1792,2001,1903,1679,957,284,981,1071,1278,1856,2122,2014,2046,1021,464
1174054000,45412,서울특별시,강동구,명일제2동,16873,8215,8658,4113,43,0.10454656,470,1272,988,863,1280,1312,1173,694,163,451,1043,1085,936,1598,1331,1333,614,267
1174055000,45412,서울특별시,강동구,고덕제1동,23856,12163,11693,5581,65,0.116466583,1150,2253,1035,1115,2533,1829,1350,664,234,932,1706,881,1261,2748,1618,1508,664,375
1174056000,45412,서울특별시,강동구,고덕제2동,24553,12331,12222,5911,159,0.268990019,1348,1434,1164,1715,2442,1779,1493,710,246,1264,1226,1102,1937,2338,1724,1558,751,322
1174057000,45412,서울특별시,강동구,암사제1동,33627,16641,16986,7366,130,0.17648656,839,1165,2191,2525,2653,2822,2601,1326,519,823,1133,2023,2336,2418,2951,2813,1653,836
1174058000,45412,서울특별시,강동구,암사제2동,14705,7067,7638,3638,98,0.26937878,551,498,764,1292,1152,1060,972,558,220,523,462,948,1334,1124,1166,1117,627,337
1174059000,45412,서울특별시,강동구,암사제3동,17185,8422,8763,3932,68,0.17293998,783,1024,881,953,1495,1290,1095,670,231,709,923,866,1076,1607,1325,1287,661,309
1174060000,45412,서울특별시,강동구,천호제1동,25820,12630,13190,5576,78,0.139885222,544,756,1597,2018,1880,2124,2169,1120,422,533,740,1640,1810,1738,2235,2389,1417,688
1174061000,45412,서울특별시,강동구,천호제2동,32653,15869,16784,8174,153,0.18717886,696,826,2060,3059,2419,2468,2515,1316,510,695,769,2496,2965,2307,2583,2651,1548,770
1174062000,45412,서울특별시,강동구,천호제3동,26219,12613,13606,7122,130,0.182532996,564,545,1849,2463,1813,1931,2036,1009,403,515,514,2549,2612,1684,1892,2083,1114,643
1174064000,45412,서울특별시,강동구,성내제1동,19298,9241,10057,4871,109,0.223773352,683,798,1160,1425,1542,1397,1245,721,270,595,784,1260,1546,1653,1554,1473,832,360
1174065000,45412,서울특별시,강동구,성내제2동,23734,11566,12168,6226,97,0.155798265,479,529,1702,2294,1626,1744,1803,982,407,377,503,2301,2175,1464,1695,1953,1131,569
1174066000,45412,서울특별시,강동구,성내제3동,22224,10844,11380,5184,85,0.163966049,502,850,1602,1716,1623,1798,1536,898,319,458,625,1539,1627,1680,1962,1945,1046,498
1174068500,45412,서울특별시,강동구,길동,44731,21753,22978,10683,172,0.161003463,1009,1353,2921,3647,3327,3459,3501,1882,654,948,1252,3391,3531,3110,3652,3984,2090,1020
1174069000,45412,서울특별시,강동구,둔촌제1동,51,28,23,14,0,0,0,2,4,4,5,5,7,1,0,1,2,2,3,7,3,3,2,0
1174070000,45412,서울특별시,강동구,둔촌제2동,24166,11834,12332,5529,130,0.235123892,749,993,1483,1894,1769,1853,1797,967,329,748,823,1545,1806,1755,1995,2129,998,533
