행정기관코드,기준연월,시도명,시군구명,읍면동명,계,남자,여자,가임여성 수,유아인구,출산율,0대남자,10대남자,20대남자,30대남자,40대남자,50대남자,60대남자,70대남자,80대이상남자,0대여자,10대여자,20대여자,30대여자,40대여자,50대여자,60대여자,70대여자,80대이상여자
4146356000,45412,경기도,용인시 기흥구,구성동,39088,18800,20288,8547,290,0.339300339,1241,2382,2219,1843,3095,3510,2125,1477,908,1150,2288,2010,1840,3505,3599,2626,2031,1239
4146357000,45412,경기도,용인시 기흥구,마북동,31298,15310,15988,6747,304,0.450570624,1032,1535,2002,1848,2257,2657,1901,1267,811,918,1430,1849,1672,2507,2944,2127,1567,974
4146357200,45412,경기도,용인시 기흥구,동백1동,31809,15188,16621,8244,210,0.254730713,1147,2647,1888,1215,2984,3073,1237,633,364,1140,2666,1851,1394,3649,2883,1402,1000,636
4146357500,45412,경기도,용인시 기흥구,동백2동,26709,13089,13620,6799,147,0.216208266,887,2271,1783,941,2327,2703,1191,638,348,813,2148,1700,1076,2923,2453,1222,833,452
4146357700,45412,경기도,용인시 기흥구,동백3동,26823,13042,13781,6624,335,0.505736715,1409,1852,1257,1528,2607,1925,1037,816,611,1248,1754,1344,1687,2790,1903,1240,1075,740
4146358600,45412,경기도,용인시 기흥구,상하동,23449,11391,12058,5096,171,0.3355573,682,1282,1591,1208,1678,2230,1615,738,367,618,1194,1459,1195,1804,2482,1685,973,648
4146359000,45412,경기도,용인시 기흥구,보정동,35060,17130,17930,8272,230,0.278046422,1261,2239,2075,1602,2996,3117,1820,1242,778,1209,2151,2006,1744,3426,3086,1896,1534,878
4146551000,45412,경기도,용인시 수지구,풍덕천1동,35100,17549,17551,8666,460,0.530810062,1196,1687,2439,3301,2700,2744,1946,980,556,1050,1583,2271,2842,2690,2822,2053,1358,882
4146552000,45412,경기도,용인시 수지구,풍덕천2동,41462,20372,21090,11233,456,0.405946764,1980,2956,2329,2848,4207,3333,1511,708,500,1957,2804,2346,3093,4518,3149,1422,1025,776
4146553000,45412,경기도,용인시 수지구,신봉동,41296,19913,21383,10022,378,0.377170226,1639,2807,2170,2129,3614,3569,1966,1216,803,1662,2706,2114,2362,4218,3595,2142,1668,916
4146554000,45412,경기도,용인시 수지구,죽전1동,28275,13646,14629,6766,276,0.407921963,917,1734,1833,1466,2255,2414,1628,835,564,935,1674,1719,1579,2598,2606,1680,1096,742
4146555000,45412,경기도,용인시 수지구,죽전2동,17922,8852,9070,4542,252,0.554821664,616,713,1299,1583,1357,1457,1008,523,296,573,680,1250,1542,1380,1544,1065,616,420
4146555500,45412,경기도,용인시 수지구,죽전3동,26550,12911,13639,6786,265,0.390509873,912,1598,2074,1527,2157,2237,1327,700,379,889,1582,1934,1675,2348,2297,1434,914,566
4146556000,45412,경기도,용인시 수지구,동천동,50619,24856,25763,12710,623,0.490165224,2499,2922,2696,3239,4822,4046,2600,1383,649,2360,2789,2666,3777,4974,4029,2754,1630,784
4146557000,45412,경기도,용인시 수지구,상현1동,20005,9616,10389,4933,189,0.383133996,859,1351,1092,998,1753,1706,905,594,358,837,1340,1138,1160,1993,1687,980,797,457
4146558000,45412,경기도,용인시 수지구,상현2동,33049,15993,17056,7971,345,0.432818969,1376,2168,1791,1782,2966,2668,1575,1025,642,1340,2019,1718,2039,3224,2799,1734,1384,799
4146558500,45412,경기도,용인시 수지구,상현3동,27749,13389,14360,7513,284,0.378011447,1174,1659,1776,1909,2432,2166,1221,672,380,1111,1640,1966,2119,2623,2238,1349,878,436
4146559000,45412,경기도,용인시 수지구,성복동,54701,26329,28372,12796,451,0.352453892,2344,3562,2756,2306,4762,4518,2868,2030,1183,2314,3531,2732,2873,5512,4593,3130,2537,1150
